customerid,billmonth,month,monthlycharge,totalamount,payment,paymentdate
6582,2026-05-01,5,112.17,120.02,120.02,2026-05-07
6583,2026-05-01,5,145.72,155.92,155.92,2026-05-08
6584,2026-05-01,5,67.36,72.08,72.08,2026-05-05
6585,2026-05-01,5,61.25,65.54,65.54,2026-05-05
6586,2026-05-01,5,96.32,103.06,103.06,2026-05-05
6587,2026-05-01,5,58.06,62.12,62.12,2026-05-26
6588,2026-05-01,5,50.45,53.98,53.98,2026-05-05
6589,2026-05-01,5,39.42,42.18,42.18,2026-05-05
6590,2026-05-01,5,25.49,27.27,27.27,2026-05-05
6591,2026-05-01,5,25.46,27.24,27.24,2026-05-07
6592,2026-05-01,5,73.44,78.58,78.58,2026-05-06
6593,2026-05-01,5,38.02,40.68,40.68,2026-05-05
6594,2026-05-01,5,137.51,147.14,147.14,2026-05-05
6595,2026-05-01,5,51.42,55.02,55.02,2026-05-06
6596,2026-05-01,5,24.06,25.74,25.74,2026-05-07
6597,2026-05-01,5,36.42,38.97,38.97,2026-05-05
6598,2026-05-01,5,57.05,61.04,61.04,2026-05-07
6599,2026-05-01,5,20.22,21.64,21.64,2026-06-05
6600,2026-05-01,5,60.89,65.15,65.15,2026-05-05
6601,2026-05-01,5,82.52,88.3,88.3,2026-05-05
6602,2026-05-01,5,20.85,22.31,22.31,2026-05-07
6603,2026-05-01,5,35.3,37.77,37.77,2026-05-10
6604,2026-05-01,5,72.87,77.97,77.97,2026-05-11
6605,2026-05-01,5,22.93,24.54,24.54,2026-05-08
6606,2026-05-01,5,35.06,37.51,37.51,2026-05-06
6607,2026-05-01,5,83.11,88.93,88.93,2026-05-05
6608,2026-05-01,5,37.52,40.15,40.15,2026-05-05
6609,2026-05-01,5,39.55,42.32,42.32,2026-05-25
6610,2026-05-01,5,21.09,22.57,22.57,2026-05-06
6611,2026-05-01,5,44.09,47.18,47.18,2026-05-05
6612,2026-05-01,5,130.92,140.08,140.08,2026-05-08
6613,2026-05-01,5,21.62,23.13,23.13,2026-05-05
6614,2026-05-01,5,64.09,68.58,68.58,2026-05-09
6615,2026-05-01,5,54.12,57.91,57.91,2026-06-06
6616,2026-05-01,5,125.3,134.07,134.07,2026-05-11
6617,2026-05-01,5,24.51,26.23,26.23,2026-05-09
6618,2026-05-01,5,65.57,70.16,70.16,2026-06-03
6619,2026-05-01,5,84.77,90.7,90.7,2026-05-07
6620,2026-05-01,5,63.07,67.48,67.48,2026-05-07
6621,2026-05-01,5,70.75,75.7,75.7,2026-05-07
6622,2026-05-01,5,145.15,155.31,155.31,2026-05-05
6623,2026-05-01,5,28.55,30.55,30.55,2026-05-05
6624,2026-05-01,5,76.6,81.96,81.96,2026-05-06
6625,2026-05-01,5,23.5,25.15,25.15,2026-05-12
6626,2026-05-01,5,81.03,86.7,86.7,2026-05-07
6627,2026-05-01,5,71.82,76.85,76.85,2026-05-05
6628,2026-05-01,5,28.51,30.51,30.51,2026-05-05
6629,2026-05-01,5,141.98,151.92,151.92,2026-05-07
6630,2026-05-01,5,108.61,116.21,116.21,2026-05-26
6631,2026-05-01,5,42.96,45.97,45.97,2026-06-01
6632,2026-05-01,5,109.28,116.93,116.93,2026-05-05
6633,2026-05-01,5,149.29,159.74,159.74,2026-05-05
6634,2026-05-01,5,79.79,85.38,85.38,2026-05-06
6635,2026-05-01,5,41.17,44.05,44.05,2026-05-05
6636,2026-05-01,5,141.38,151.28,151.28,2026-05-05
6637,2026-05-01,5,36.42,38.97,38.97,2026-05-06
6638,2026-05-01,5,83.26,89.09,89.09,2026-05-20
6639,2026-05-01,5,38.66,41.37,41.37,2026-05-06
6640,2026-05-01,5,63.99,68.47,68.47,2026-05-10
6641,2026-05-01,5,74.51,79.73,79.73,2026-05-08
6642,2026-05-01,5,30.06,32.16,32.16,2026-05-06
6643,2026-05-01,5,141.11,150.99,150.99,2026-05-05
6644,2026-05-01,5,22.38,23.95,23.95,2026-05-05
6645,2026-05-01,5,138.4,148.09,148.09,2026-05-05
6646,2026-05-01,5,134.24,143.64,143.64,2026-05-09
6647,2026-05-01,5,27.42,29.34,29.34,2026-05-05
6648,2026-05-01,5,26.88,28.76,28.76,2026-05-05
6649,2026-05-01,5,22.17,23.72,23.72,2026-05-06
6650,2026-05-01,5,53.75,57.51,57.51,2026-05-05
6651,2026-05-01,5,21.0,22.47,22.47,2026-05-11
6652,2026-05-01,5,27.31,29.22,29.22,2026-05-08
6653,2026-05-01,5,133.48,142.82,142.82,2026-05-05
6654,2026-05-01,5,53.05,56.76,56.76,2026-05-20
6655,2026-05-01,5,39.58,42.35,42.35,2026-05-05
6656,2026-05-01,5,72.76,77.85,77.85,2026-05-05
6657,2026-05-01,5,52.38,56.05,56.05,2026-05-05
6658,2026-05-01,5,83.79,89.66,89.66,2026-05-10
6659,2026-05-01,5,67.6,72.33,72.33,2026-05-05
6660,2026-05-01,5,36.12,38.65,38.65,2026-05-06
6661,2026-05-01,5,21.25,22.74,22.74,2026-05-17
6662,2026-05-01,5,146.82,157.1,157.1,2026-05-17
6663,2026-05-01,5,119.49,127.85,127.85,2026-05-07
6664,2026-05-01,5,101.25,108.34,108.34,2026-05-06
6665,2026-05-01,5,50.06,53.56,53.56,2026-05-05
6666,2026-05-01,5,31.84,34.07,34.07,2026-05-05
6667,2026-05-01,5,53.92,57.69,57.69,2026-05-05
6668,2026-05-01,5,52.38,56.05,56.05,2026-05-07
6669,2026-05-01,5,37.02,39.61,39.61,2026-05-05
6670,2026-05-01,5,73.58,78.73,78.73,2026-05-06
6671,2026-05-01,5,24.81,26.55,26.55,2026-05-07
6672,2026-05-01,5,20.48,21.91,21.91,2026-05-09
6673,2026-05-01,5,59.44,63.6,63.6,2026-05-05
6674,2026-05-01,5,54.05,57.83,57.83,2026-05-05
6675,2026-05-01,5,60.09,64.3,64.3,2026-05-05
6676,2026-05-01,5,119.53,127.9,127.9,2026-05-05
6677,2026-05-01,5,81.59,87.3,87.3,2026-05-12
6678,2026-05-01,5,55.86,59.77,59.77,2026-05-06
6679,2026-05-01,5,37.84,40.49,40.49,2026-05-07
6680,2026-05-01,5,81.94,87.68,87.68,2026-05-05
6681,2026-05-01,5,28.56,30.56,30.56,2026-05-05
6682,2026-05-01,5,101.3,108.39,108.39,2026-05-05
6683,2026-05-01,5,29.82,31.91,31.91,2026-05-05
6684,2026-05-01,5,20.14,21.55,21.55,2026-05-05
6685,2026-05-01,5,43.98,47.06,47.06,2026-05-09
6686,2026-05-01,5,62.83,67.23,67.23,2026-05-07
6687,2026-05-01,5,36.27,38.81,38.81,2026-05-05
6688,2026-05-01,5,33.88,36.25,36.25,2026-05-07
6689,2026-05-01,5,20.75,22.2,22.2,2026-05-05
6690,2026-05-01,5,70.24,75.16,75.16,2026-05-05
6691,2026-05-01,5,77.8,83.25,83.25,2026-05-06
6692,2026-05-01,5,69.35,74.2,74.2,2026-05-06
6693,2026-05-01,5,64.05,68.53,68.53,2026-05-05
6694,2026-05-01,5,83.48,89.32,89.32,2026-05-05
6695,2026-05-01,5,20.97,22.44,22.44,2026-05-05
6696,2026-05-01,5,73.14,78.26,78.26,2026-05-06
6697,2026-05-01,5,43.3,46.33,46.33,2026-05-07
6698,2026-05-01,5,28.01,29.97,29.97,2026-05-05
6699,2026-05-01,5,82.39,88.16,88.16,2026-05-06
6700,2026-05-01,5,135.97,145.49,145.49,2026-05-08
6701,2026-05-01,5,21.36,22.86,22.86,2026-05-06
6702,2026-05-01,5,25.23,27.0,27.0,2026-05-05
6703,2026-05-01,5,34.13,36.52,36.52,2026-05-05
6704,2026-05-01,5,24.9,26.64,26.64,2026-05-05
6705,2026-05-01,5,62.63,67.01,67.01,2026-05-05
6706,2026-05-01,5,132.83,142.13,142.13,2026-05-08
6707,2026-05-01,5,110.0,117.7,117.7,2026-05-05
6708,2026-05-01,5,130.66,139.81,139.81,2026-05-05
6709,2026-05-01,5,36.64,39.2,39.2,2026-05-08
6710,2026-05-01,5,119.36,127.72,127.72,2026-05-15
6711,2026-05-01,5,71.0,75.97,75.97,2026-05-07
6712,2026-05-01,5,25.89,27.7,27.7,2026-05-05
6713,2026-05-01,5,109.44,117.1,117.1,2026-05-07
6714,2026-05-01,5,63.84,68.31,68.31,2026-05-05
6715,2026-05-01,5,29.85,31.94,31.94,2026-05-05
6716,2026-05-01,5,100.71,107.76,107.76,2026-05-06
6717,2026-05-01,5,145.61,155.8,155.8,2026-05-07
6718,2026-05-01,5,44.61,47.73,47.73,2026-05-06
6719,2026-05-01,5,136.35,145.89,145.89,2026-05-05
6720,2026-05-01,5,144.62,154.74,154.74,2026-05-05
6721,2026-05-01,5,79.22,84.77,84.77,2026-05-05
6722,2026-05-01,5,50.15,53.66,53.66,2026-05-07
6723,2026-05-01,5,111.68,119.5,119.5,2026-05-13
6724,2026-05-01,5,39.58,42.35,42.35,2026-05-05
6725,2026-05-01,5,76.11,81.44,81.44,2026-05-05
6726,2026-05-01,5,127.01,135.9,135.9,2026-05-05
6727,2026-05-01,5,67.59,72.32,72.32,2026-05-06
6728,2026-05-01,5,20.51,21.95,21.95,2026-05-05
6729,2026-05-01,5,51.74,55.36,55.36,2026-05-06
6730,2026-05-01,5,127.32,136.23,136.23,2026-05-22
6731,2026-05-01,5,101.24,108.33,108.33,2026-05-11
6732,2026-05-01,5,62.68,67.07,67.07,2026-05-07
6733,2026-05-01,5,77.69,83.13,83.13,2026-05-05
6734,2026-05-01,5,76.89,82.27,82.27,2026-05-07
6735,2026-05-01,5,115.88,123.99,123.99,2026-05-23
6736,2026-05-01,5,122.3,130.86,130.86,2026-05-06
6737,2026-05-01,5,112.33,120.19,120.19,2026-05-07
6738,2026-05-01,5,43.0,46.01,46.01,2026-05-05
6739,2026-05-01,5,37.17,39.77,39.77,2026-05-06
6740,2026-05-01,5,71.39,76.39,76.39,2026-05-06
6741,2026-05-01,5,80.94,86.61,86.61,2026-05-05
6742,2026-05-01,5,137.96,147.62,147.62,2026-05-18
6743,2026-05-01,5,65.39,69.97,69.97,2026-05-07
6744,2026-05-01,5,21.93,23.47,23.47,2026-05-05
6745,2026-05-01,5,76.03,81.35,81.35,2026-05-06
6746,2026-05-01,5,35.0,37.45,37.45,2026-05-05
6747,2026-05-01,5,59.39,63.55,63.55,2026-05-05
6748,2026-05-01,5,26.38,28.23,28.23,2026-06-05
6749,2026-05-01,5,31.57,33.78,33.78,2026-05-06
6750,2026-05-01,5,43.38,46.42,46.42,2026-05-27
6751,2026-05-01,5,50.31,53.83,53.83,2026-05-05
6752,2026-05-01,5,74.49,79.7,79.7,2026-05-05
6753,2026-05-01,5,43.29,46.32,46.32,2026-05-05
6754,2026-05-01,5,54.47,58.28,58.28,2026-05-17
6755,2026-05-01,5,60.08,64.29,64.29,2026-05-06
6756,2026-05-01,5,35.32,37.79,37.79,2026-05-05
6757,2026-05-01,5,76.48,81.83,81.83,2026-05-05
6758,2026-05-01,5,90.67,97.02,97.02,2026-05-05
6759,2026-05-01,5,82.1,87.85,87.85,2026-05-05
6760,2026-05-01,5,42.29,45.25,45.25,2026-05-31
6761,2026-05-01,5,65.12,69.68,69.68,2026-05-06
6762,2026-05-01,5,27.75,29.69,29.69,2026-05-06
6763,2026-05-01,5,144.35,154.45,154.45,2026-05-05
6764,2026-05-01,5,68.29,73.07,73.07,2026-05-06
6765,2026-05-01,5,31.23,33.42,33.42,2026-06-05
6766,2026-05-01,5,58.55,62.65,62.65,2026-05-06
6767,2026-05-01,5,43.21,46.23,46.23,2026-05-09
6768,2026-05-01,5,34.57,36.99,36.99,2026-05-15
6769,2026-05-01,5,146.5,156.76,156.76,2026-06-04
6770,2026-05-01,5,34.78,37.21,37.21,2026-05-06
6771,2026-05-01,5,67.06,71.75,71.75,2026-05-05
6772,2026-05-01,5,29.11,31.15,31.15,2026-05-07
6773,2026-05-01,5,30.6,32.74,32.74,2026-05-06
6774,2026-05-01,5,112.4,120.27,120.27,2026-05-06
6775,2026-05-01,5,37.21,39.81,39.81,2026-05-06
6776,2026-05-01,5,132.39,141.66,141.66,2026-05-23
6777,2026-05-01,5,42.49,45.46,45.46,2026-05-07
6778,2026-05-01,5,118.5,126.8,126.8,2026-05-06
6779,2026-05-01,5,110.64,118.38,118.38,2026-05-06
6780,2026-05-01,5,29.17,31.21,31.21,2026-05-06
6781,2026-05-01,5,43.49,46.53,46.53,2026-05-05
6782,2026-05-01,5,58.19,62.26,62.26,2026-05-06
6783,2026-05-01,5,38.73,41.44,41.44,2026-05-05
6784,2026-05-01,5,79.86,85.45,85.45,2026-05-05
6785,2026-05-01,5,55.29,59.16,59.16,2026-05-05
6786,2026-05-01,5,37.5,40.12,40.12,2026-05-05
6787,2026-05-01,5,82.49,88.26,88.26,2026-06-04
6788,2026-05-01,5,27.61,29.54,29.54,2026-05-05
6789,2026-05-01,5,51.71,55.33,55.33,2026-05-06
6790,2026-05-01,5,83.87,89.74,89.74,2026-05-07
6791,2026-05-01,5,73.51,78.66,78.66,2026-05-05
6792,2026-05-01,5,20.08,21.49,21.49,2026-05-06
6793,2026-05-01,5,51.39,54.99,54.99,2026-05-05
6794,2026-05-01,5,124.12,132.81,132.81,2026-05-05
6795,2026-05-01,5,81.16,86.84,86.84,2026-05-05
6796,2026-05-01,5,127.04,135.93,135.93,2026-05-07
6797,2026-05-01,5,22.98,24.59,24.59,2026-05-08
6798,2026-05-01,5,35.85,38.36,38.36,2026-05-16
6799,2026-05-01,5,29.83,31.92,31.92,2026-05-07
6800,2026-05-01,5,82.91,88.71,88.71,2026-05-06
6801,2026-05-01,5,29.23,31.28,31.28,2026-05-05
6802,2026-05-01,5,143.06,153.07,153.07,2026-05-05
6803,2026-05-01,5,38.1,40.77,40.77,2026-05-05
6804,2026-05-01,5,50.89,54.45,54.45,2026-05-13
6805,2026-05-01,5,78.33,83.81,83.81,2026-05-06
6806,2026-05-01,5,80.02,85.62,85.62,2026-05-06
6807,2026-05-01,5,24.49,26.2,26.2,2026-05-06
6808,2026-05-01,5,109.51,117.18,117.18,2026-05-06
6809,2026-05-01,5,26.28,28.12,28.12,2026-05-06
6810,2026-05-01,5,113.1,121.02,121.02,2026-05-05
6811,2026-05-01,5,122.36,130.93,130.93,2026-05-06
6812,2026-05-01,5,31.19,33.37,33.37,2026-05-09
6813,2026-05-01,5,132.43,141.7,141.7,2026-05-06
6814,2026-05-01,5,34.43,36.84,36.84,2026-05-05
6815,2026-05-01,5,28.94,30.97,30.97,2026-05-29
6816,2026-05-01,5,148.97,159.4,159.4,2026-05-09
6817,2026-05-01,5,24.43,26.14,26.14,2026-05-07
6818,2026-05-01,5,51.5,55.1,55.1,2026-05-05
6819,2026-05-01,5,39.72,42.5,42.5,2026-05-05
6820,2026-05-01,5,55.62,59.51,59.51,2026-05-07
6821,2026-05-01,5,79.19,84.73,84.73,2026-05-06
6822,2026-05-01,5,24.15,25.84,25.84,2026-05-06
6823,2026-05-01,5,79.42,84.98,84.98,2026-05-06
6824,2026-05-01,5,115.36,123.44,123.44,2026-05-07
6825,2026-05-01,5,84.69,90.62,90.62,2026-05-25
6826,2026-05-01,5,71.95,76.99,76.99,2026-05-05
6827,2026-05-01,5,34.08,36.47,36.47,2026-05-05
6828,2026-05-01,5,81.45,87.15,87.15,2026-05-06
6829,2026-05-01,5,55.81,59.72,59.72,2026-05-07
6830,2026-05-01,5,39.51,42.28,42.28,2026-05-05
6831,2026-05-01,5,80.13,85.74,85.74,2026-05-05
6832,2026-05-01,5,105.12,112.48,112.48,2026-05-08
6833,2026-05-01,5,79.67,85.25,85.25,2026-05-05
6834,2026-05-01,5,52.69,56.38,56.38,2026-05-20
6835,2026-05-01,5,28.32,30.3,30.3,2026-05-05
6836,2026-05-01,5,82.27,88.03,88.03,2026-05-07
6837,2026-05-01,5,44.15,47.24,47.24,2026-05-07
6838,2026-05-01,5,28.11,30.08,30.08,2026-05-05
6839,2026-05-01,5,27.38,29.3,29.3,2026-05-05
6840,2026-05-01,5,133.67,143.03,143.03,2026-05-10
6841,2026-05-01,5,73.69,78.85,78.85,2026-05-05
6842,2026-05-01,5,41.67,44.59,44.59,2026-05-05
6843,2026-05-01,5,107.2,114.7,114.7,2026-05-11
6844,2026-05-01,5,79.18,84.72,84.72,2026-05-08
6845,2026-05-01,5,43.67,46.73,46.73,2026-05-05
6846,2026-05-01,5,44.58,47.7,47.7,2026-05-05
6847,2026-05-01,5,148.85,159.27,159.27,2026-05-05
6848,2026-05-01,5,39.32,42.07,42.07,2026-05-05
6849,2026-05-01,5,32.14,34.39,34.39,2026-05-08
6850,2026-05-01,5,38.37,41.06,41.06,2026-05-06
6851,2026-05-01,5,60.54,64.78,64.78,2026-05-05
6852,2026-05-01,5,57.17,61.17,61.17,2026-05-07
6853,2026-05-01,5,34.4,36.81,36.81,2026-05-06
6854,2026-05-01,5,20.86,22.32,22.32,2026-05-07
6855,2026-05-01,5,23.28,24.91,24.91,2026-05-05
6856,2026-05-01,5,44.79,47.93,47.93,2026-05-07
6857,2026-05-01,5,123.53,132.18,132.18,2026-05-08
6858,2026-05-01,5,20.66,22.11,22.11,2026-05-08
6859,2026-05-01,5,130.91,140.07,140.07,2026-05-05
6860,2026-05-01,5,59.67,63.85,63.85,2026-05-06
6861,2026-05-01,5,61.46,65.76,65.76,2026-05-06
6862,2026-05-01,5,65.28,69.85,69.85,2026-05-06
6863,2026-05-01,5,22.59,24.17,24.17,2026-05-07
6864,2026-05-01,5,30.22,32.34,32.34,2026-05-06
6865,2026-05-01,5,91.13,97.51,97.51,2026-06-04
6866,2026-05-01,5,40.78,43.63,43.63,2026-05-05
6867,2026-05-01,5,81.23,86.92,86.92,2026-05-07
6868,2026-05-01,5,113.31,121.24,121.24,2026-05-05
6869,2026-05-01,5,99.92,106.91,106.91,2026-05-05
6870,2026-05-01,5,24.79,26.53,26.53,2026-05-13
6871,2026-05-01,5,44.68,47.81,47.81,2026-05-07
6872,2026-05-01,5,57.13,61.13,61.13,2026-05-05
6873,2026-05-01,5,33.74,36.1,36.1,2026-05-05
6874,2026-05-01,5,111.13,118.91,118.91,2026-05-27
6875,2026-05-01,5,60.18,64.39,64.39,2026-05-05
6876,2026-05-01,5,26.83,28.71,28.71,2026-05-06
6877,2026-05-01,5,21.72,23.24,23.24,2026-05-06
6878,2026-05-01,5,38.17,40.84,40.84,2026-05-05
6879,2026-05-01,5,128.05,137.01,137.01,2026-05-05
6880,2026-05-01,5,60.94,65.21,65.21,2026-05-05
6881,2026-05-01,5,28.17,30.14,30.14,2026-05-05
6882,2026-05-01,5,22.94,24.55,24.55,2026-05-05
6883,2026-05-01,5,42.84,45.84,45.84,2026-05-05
6884,2026-05-01,5,75.62,80.91,80.91,2026-05-05
6885,2026-05-01,5,75.39,80.67,80.67,2026-05-05
6886,2026-05-01,5,35.48,37.96,37.96,2026-05-08
6887,2026-05-01,5,77.04,82.43,82.43,2026-05-05
6888,2026-05-01,5,62.15,66.5,66.5,2026-05-05
6889,2026-05-01,5,125.45,134.23,134.23,2026-05-05
6890,2026-05-01,5,35.86,38.37,38.37,2026-05-10
6891,2026-05-01,5,70.12,75.03,75.03,2026-05-06
6892,2026-05-01,5,35.02,37.47,37.47,2026-05-07
6893,2026-05-01,5,35.89,38.4,38.4,2026-05-07
6894,2026-05-01,5,71.95,76.99,76.99,2026-05-07
6895,2026-05-01,5,31.24,33.43,33.43,2026-05-06
6896,2026-05-01,5,79.2,84.74,84.74,2026-06-02
6897,2026-05-01,5,40.41,43.24,43.24,2026-05-07
6898,2026-05-01,5,80.05,85.65,85.65,2026-05-05
6899,2026-05-01,5,33.59,35.94,35.94,2026-05-06
6900,2026-05-01,5,75.28,80.55,80.55,2026-05-05
6901,2026-05-01,5,28.29,30.27,30.27,2026-05-08
6902,2026-05-01,5,73.91,79.08,79.08,2026-05-09
6903,2026-05-01,5,130.37,139.5,139.5,2026-05-06
6904,2026-05-01,5,35.53,38.02,38.02,2026-05-05
6905,2026-05-01,5,72.18,77.23,77.23,2026-05-07
6906,2026-05-01,5,140.28,150.1,150.1,2026-05-06
6907,2026-05-01,5,77.77,83.21,83.21,2026-05-07
6908,2026-05-01,5,34.85,37.29,37.29,2026-05-06
6909,2026-05-01,5,27.17,29.07,29.07,2026-05-05
6910,2026-05-01,5,26.05,27.87,27.87,2026-05-05
6911,2026-05-01,5,79.97,85.57,85.57,2026-05-05
6912,2026-05-01,5,24.43,26.14,26.14,2026-05-05
6913,2026-05-01,5,37.75,40.39,40.39,2026-05-05
6914,2026-05-01,5,30.47,32.6,32.6,2026-05-05
6915,2026-05-01,5,28.53,30.53,30.53,2026-05-07
6916,2026-05-01,5,61.32,65.61,65.61,2026-05-07
6917,2026-05-01,5,31.25,33.44,33.44,2026-05-07
6918,2026-05-01,5,31.85,34.08,34.08,2026-05-05
6919,2026-05-01,5,114.03,122.01,122.01,2026-05-05
6920,2026-05-01,5,41.14,44.02,44.02,2026-05-05
6921,2026-05-01,5,21.32,22.81,22.81,2026-05-05
6922,2026-05-01,5,133.79,143.16,143.16,2026-05-06
6923,2026-05-01,5,58.33,62.41,62.41,2026-05-22
6924,2026-05-01,5,119.73,128.11,128.11,2026-05-05
6925,2026-05-01,5,39.09,41.83,41.83,2026-05-06
6926,2026-05-01,5,36.7,39.27,39.27,2026-05-05
6927,2026-05-01,5,68.72,73.53,73.53,2026-05-20
6928,2026-05-01,5,27.28,29.19,29.19,2026-05-05
6929,2026-05-01,5,99.94,106.94,106.94,2026-05-05
6930,2026-05-01,5,120.15,128.56,128.56,2026-05-05
6931,2026-05-01,5,21.45,22.95,22.95,2026-05-05
6932,2026-05-01,5,31.95,34.19,34.19,2026-05-07
6933,2026-05-01,5,55.32,59.19,59.19,2026-05-21
6934,2026-05-01,5,108.58,116.18,116.18,2026-05-05
6935,2026-05-01,5,69.66,74.54,74.54,2026-05-08
6936,2026-05-01,5,117.09,125.29,125.29,2026-05-06
6937,2026-05-01,5,43.99,47.07,47.07,2026-05-05
6938,2026-05-01,5,27.42,29.34,29.34,2026-05-05
6939,2026-05-01,5,24.23,25.93,25.93,2026-05-17
6940,2026-05-01,5,128.48,137.47,137.47,2026-05-11
6941,2026-05-01,5,97.88,104.73,104.73,2026-05-11
6942,2026-05-01,5,76.55,81.91,81.91,2026-05-05
6943,2026-05-01,5,81.99,87.73,87.73,2026-05-05
6944,2026-05-01,5,71.49,76.49,76.49,2026-05-07
6945,2026-05-01,5,30.74,32.89,32.89,2026-05-05
6946,2026-05-01,5,58.51,62.61,62.61,2026-05-17
6947,2026-05-01,5,29.0,31.03,31.03,2026-05-05
6948,2026-05-01,5,138.85,148.57,148.57,2026-05-06
6949,2026-05-01,5,129.95,139.05,139.05,2026-05-05
6950,2026-05-01,5,52.8,56.5,56.5,2026-05-05
6951,2026-05-01,5,75.46,80.74,80.74,2026-05-05
6952,2026-05-01,5,65.83,70.44,70.44,2026-05-08
6953,2026-05-01,5,23.02,24.63,24.63,2026-05-07
6954,2026-05-01,5,23.76,25.42,25.42,2026-05-07
6955,2026-05-01,5,32.29,34.55,34.55,2026-05-06
6956,2026-05-01,5,20.1,21.51,21.51,2026-05-12
6957,2026-05-01,5,29.93,32.03,32.03,2026-05-05
6958,2026-05-01,5,44.46,47.57,47.57,2026-05-06
6959,2026-05-01,5,24.57,26.29,26.29,2026-05-26
6960,2026-05-01,5,23.86,25.53,25.53,2026-05-05
6961,2026-05-01,5,97.89,104.74,104.74,2026-05-05
6962,2026-05-01,5,36.29,38.83,38.83,2026-05-06
6963,2026-05-01,5,97.76,104.6,104.6,2026-05-25
6964,2026-05-01,5,43.3,46.33,46.33,2026-05-07
6965,2026-05-01,5,63.25,67.68,67.68,2026-05-05
6966,2026-05-01,5,63.47,67.91,67.91,2026-05-05
6967,2026-05-01,5,83.55,89.4,89.4,2026-05-07
6968,2026-05-01,5,66.82,71.5,71.5,2026-05-05
6969,2026-05-01,5,116.26,124.4,124.4,2026-05-06
6970,2026-05-01,5,32.89,35.19,35.19,2026-05-07
6971,2026-05-01,5,108.11,115.68,115.68,2026-05-05
6972,2026-05-01,5,92.18,98.63,98.63,2026-05-06
6973,2026-05-01,5,98.93,105.86,105.86,2026-05-05
6974,2026-05-01,5,73.41,78.55,78.55,2026-05-06
6975,2026-05-01,5,22.93,24.54,24.54,2026-05-06
6976,2026-05-01,5,21.22,22.71,22.71,2026-05-06
6977,2026-05-01,5,79.15,84.69,84.69,2026-05-05
6978,2026-05-01,5,65.17,69.73,69.73,2026-05-05
6979,2026-05-01,5,120.42,128.85,128.85,2026-05-07
6980,2026-05-01,5,28.89,30.91,30.91,2026-05-06
6981,2026-05-01,5,129.11,138.15,138.15,2026-05-05
6982,2026-05-01,5,27.25,29.16,29.16,2026-05-08
6983,2026-05-01,5,93.41,99.95,99.95,2026-05-10
6984,2026-05-01,5,72.24,77.3,77.3,2026-05-06
6985,2026-05-01,5,25.19,26.95,26.95,2026-05-05
6986,2026-05-01,5,145.47,155.65,155.65,2026-06-01
6987,2026-05-01,5,38.65,41.36,41.36,2026-05-22
6988,2026-05-01,5,21.31,22.8,22.8,2026-05-05
6989,2026-05-01,5,40.31,43.13,43.13,2026-05-05
6990,2026-05-01,5,117.16,125.36,125.36,2026-05-21
6991,2026-05-01,5,25.55,27.34,27.34,2026-05-05
6992,2026-05-01,5,23.58,25.23,25.23,2026-05-16
6993,2026-05-01,5,42.51,45.49,45.49,2026-05-09
6994,2026-05-01,5,28.64,30.64,30.64,2026-05-06
6995,2026-05-01,5,21.09,22.57,22.57,2026-05-06
6996,2026-05-01,5,21.15,22.63,22.63,2026-05-09
6997,2026-05-01,5,24.32,26.02,26.02,2026-05-07
6998,2026-05-01,5,50.63,54.17,54.17,2026-05-05
6999,2026-05-01,5,62.43,66.8,66.8,2026-05-06
7000,2026-05-01,5,72.69,77.78,77.78,2026-05-06
7001,2026-05-01,5,20.69,22.14,22.14,2026-05-06
7002,2026-05-01,5,65.62,70.21,70.21,2026-05-07
7003,2026-05-01,5,20.46,21.89,21.89,2026-05-06
7004,2026-05-01,5,74.68,79.91,79.91,2026-05-05
7005,2026-05-01,5,31.15,33.33,33.33,2026-05-06
7006,2026-05-01,5,71.29,76.28,76.28,2026-05-05
7007,2026-05-01,5,27.99,29.95,29.95,2026-05-06
7008,2026-05-01,5,58.9,63.02,63.02,2026-05-05
7009,2026-05-01,5,70.3,75.22,75.22,2026-05-15
7010,2026-05-01,5,60.35,64.57,64.57,2026-05-06
7011,2026-05-01,5,25.62,27.41,27.41,2026-05-05
7012,2026-05-01,5,20.71,22.16,22.16,2026-05-06
7013,2026-05-01,5,56.23,60.17,60.17,2026-05-08
7014,2026-05-01,5,78.19,83.66,83.66,2026-05-05
7015,2026-05-01,5,83.67,89.53,89.53,2026-05-07
7016,2026-05-01,5,21.96,23.5,23.5,2026-05-05
7017,2026-05-01,5,84.98,90.93,90.93,2026-05-05
7018,2026-05-01,5,38.25,40.93,40.93,2026-05-05
7019,2026-05-01,5,36.43,38.98,38.98,2026-05-09
7020,2026-05-01,5,112.08,119.93,119.93,2026-05-05
7021,2026-05-01,5,147.81,158.16,158.16,2026-05-07
7022,2026-05-01,5,31.81,34.04,34.04,2026-05-07
7023,2026-05-01,5,71.64,76.65,76.65,2026-05-05
7024,2026-05-01,5,26.48,28.33,28.33,2026-05-06
7025,2026-05-01,5,110.78,118.53,118.53,2026-05-05
7026,2026-05-01,5,55.01,58.86,58.86,2026-05-05
7027,2026-05-01,5,97.58,104.41,104.41,2026-05-05
7028,2026-05-01,5,59.81,64.0,64.0,2026-05-05
7029,2026-05-01,5,27.94,29.9,29.9,2026-05-06
7030,2026-05-01,5,73.81,78.98,78.98,2026-05-07
7031,2026-05-01,5,35.75,38.25,38.25,2026-06-04
