customerid,month,payment,nextmonthpayment
21678,7,21.49,
21679,5,23.01,23.01
21679,6,23.01,23.01
21679,7,23.01,
21680,5,139.25,139.25
21680,6,139.25,139.25
21680,7,139.25,
21681,5,29.54,29.54
21681,6,29.54,29.54
21681,7,29.54,
21682,5,47.76,47.76
21682,6,47.76,47.76
21682,7,47.76,
21683,5,76.13,76.13
21683,6,76.13,76.13
21683,7,76.13,
21684,5,75.18,75.18
21684,6,75.18,75.18
21684,7,75.18,
21685,5,38.24,38.24
21685,6,38.24,38.24
21685,7,38.24,
21686,5,106.67,106.67
21686,6,106.67,106.67
21686,7,106.67,
21687,5,37.90,37.90
21687,6,37.90,37.90
21687,7,37.90,
21688,5,69.79,69.79
21688,6,69.79,69.79
21688,7,69.79,
21689,5,28.65,28.65
21689,6,28.65,28.65
21689,7,28.65,
21690,5,39.25,39.25
21690,6,39.25,39.25
21690,7,39.25,
21691,5,35.97,35.97
21691,6,35.97,35.97
21691,7,35.97,
21692,5,57.80,57.80
21692,6,57.80,57.80
21692,7,57.80,
21693,5,75.90,75.90
21693,6,75.90,75.90
21693,7,75.90,
21694,5,88.65,88.65
21694,6,88.65,88.65
21694,7,88.65,
21695,5,71.60,71.60
21695,6,71.60,71.60
21695,7,71.60,
21696,5,63.31,63.31
21696,6,63.31,63.31
21696,7,63.31,
21697,5,55.37,55.37
21697,6,55.37,55.37
21697,7,55.37,
21698,5,40.19,40.19
21698,6,40.19,40.19
21698,7,40.19,
21699,5,40.11,40.11
21699,6,40.11,40.11
21699,7,40.11,
21700,5,148.75,148.75
21700,6,148.75,148.75
21700,7,148.75,
21701,5,44.11,44.11
21701,6,44.11,44.11
21701,7,44.11,
21702,5,154.11,154.11
21702,6,154.11,154.11
21702,7,154.11,
21703,5,38.66,38.66
21703,6,38.66,38.66
21703,7,38.66,
21704,5,32.95,32.95
21704,6,32.95,32.95
21704,7,32.95,
21705,5,57.61,57.61
21705,6,57.61,57.61
21705,7,57.61,
21706,5,39.46,39.46
21706,6,39.46,39.46
21706,7,39.46,
21707,5,148.00,148.00
21707,6,148.00,148.00
21707,7,148.00,
21708,5,38.62,38.62
21708,6,38.62,38.62
21708,7,38.62,
21709,5,62.93,62.93
21709,6,62.93,62.93
21709,7,62.93,
21710,5,151.00,151.00
21710,6,151.00,151.00
21710,7,151.00,
21711,5,68.09,68.09
21711,6,68.09,68.09
21711,7,68.09,
21712,5,78.27,78.27
21712,6,78.27,78.27
21712,7,78.27,
21713,5,70.44,70.44
21713,6,70.44,70.44
21713,7,70.44,
21714,5,47.54,47.54
21714,6,47.54,47.54
21714,7,47.54,
21715,5,146.15,146.15
21715,6,146.15,146.15
21715,7,146.15,
21716,5,33.59,33.59
21716,6,33.59,33.59
21716,7,33.59,
21717,5,102.88,102.88
21717,6,102.88,102.88
21717,7,102.88,
21718,5,43.29,43.29
21718,6,43.29,43.29
21718,7,43.29,
21719,5,31.00,31.00
21719,6,31.00,31.00
21719,7,31.00,
21720,5,23.36,23.36
21720,6,23.36,23.36
21720,7,23.36,
21721,5,136.39,136.39
21721,6,136.39,136.39
21721,7,136.39,
21722,5,29.13,29.13
21722,6,29.13,29.13
21722,7,29.13,
21723,5,29.44,29.44
21723,6,29.44,29.44
21723,7,29.44,
21724,5,36.06,36.06
21724,6,36.06,36.06
21724,7,36.06,
21725,5,57.82,57.82
21725,6,57.82,57.82
21725,7,57.82,
21726,5,68.50,68.50
21726,6,68.50,68.50
21726,7,68.50,
21727,5,87.91,87.91
21727,6,87.91,87.91
21727,7,87.91,
21728,5,24.85,24.85
21728,6,24.85,24.85
21728,7,24.85,
21729,5,29.29,29.29
21729,6,29.29,29.29
21729,7,29.29,
21730,5,85.18,85.18
21730,6,85.18,85.18
21730,7,85.18,
21731,5,33.67,33.67
21731,6,33.67,33.67
21731,7,33.67,
21732,5,36.04,36.04
21732,6,36.04,36.04
21732,7,36.04,
21733,5,46.27,46.27
21733,6,46.27,46.27
21733,7,46.27,
21734,5,101.18,101.18
21734,6,101.18,101.18
21734,7,101.18,
21735,5,45.98,45.98
21735,6,45.98,45.98
21735,7,45.98,
21736,5,98.00,98.00
21736,6,98.00,98.00
21736,7,98.00,
21737,5,65.41,65.41
21737,6,65.41,65.41
21737,7,65.41,
21738,5,43.36,43.36
21738,6,43.36,43.36
21738,7,43.36,
21739,5,138.34,138.34
21739,6,138.34,138.34
21739,7,138.34,
21740,5,78.98,78.98
21740,6,78.98,78.98
21740,7,78.98,
21741,5,132.09,132.09
21741,6,132.09,132.09
21741,7,132.09,
21742,5,32.14,32.14
21742,6,32.14,32.14
21742,7,32.14,
21743,5,23.97,23.97
21743,6,23.97,23.97
21743,7,23.97,
21744,5,34.37,34.37
21744,6,34.37,34.37
21744,7,34.37,
21745,5,57.50,57.50
21745,6,57.50,57.50
21745,7,57.50,
21746,5,44.66,44.66
21746,6,44.66,44.66
21746,7,44.66,
21747,5,53.96,53.96
21747,6,53.96,53.96
21747,7,53.96,
21748,5,23.82,23.82
21748,6,23.82,23.82
21748,7,23.82,
21749,5,99.88,99.88
21749,6,99.88,99.88
21749,7,99.88,
21750,5,72.46,72.46
21750,6,72.46,72.46
21750,7,72.46,
21751,5,120.32,120.32
21751,6,120.32,120.32
21751,7,120.32,
21752,5,70.48,70.48
21752,6,70.48,70.48
21752,7,70.48,
21753,5,63.35,63.35
21753,6,63.35,63.35
21753,7,63.35,
21754,5,67.68,67.68
21754,6,67.68,67.68
21754,7,67.68,
21755,5,38.95,38.95
21755,6,38.95,38.95
21755,7,38.95,
21756,5,132.23,132.23
21756,6,132.23,132.23
21756,7,132.23,
21757,5,86.16,86.16
21757,6,86.16,86.16
21757,7,86.16,
21758,5,66.74,66.74
21758,6,66.74,66.74
21758,7,66.74,
21759,5,63.87,63.87
21759,6,63.87,63.87
21759,7,63.87,
21760,5,138.83,138.83
21760,6,138.83,138.83
21760,7,138.83,
21761,5,46.12,46.12
21761,6,46.12,46.12
21761,7,46.12,
21762,5,34.91,34.91
21762,6,34.91,34.91
21762,7,34.91,
21763,5,25.19,25.19
21763,6,25.19,25.19
21763,7,25.19,
21764,5,128.74,128.74
21764,6,128.74,128.74
21764,7,128.74,
21765,5,136.64,136.64
21765,6,136.64,136.64
21765,7,136.64,
21766,5,62.76,62.76
21766,6,62.76,62.76
21766,7,62.76,
21767,5,33.14,33.14
21767,6,33.14,33.14
21767,7,33.14,
21768,5,77.54,77.54
21768,6,77.54,77.54
21768,7,77.54,
21769,5,90.93,90.93
21769,6,90.93,90.93
21769,7,90.93,
21770,5,37.50,37.50
21770,6,37.50,37.50
21770,7,37.50,
21771,5,147.77,147.77
21771,6,147.77,147.77
21771,7,147.77,
21772,5,24.93,24.93
21772,6,24.93,24.93
21772,7,24.93,
21773,5,70.44,70.44
21773,6,70.44,70.44
21773,7,70.44,
21774,5,37.74,37.74
21774,6,37.74,37.74
21774,7,37.74,
21775,5,68.84,68.84
21775,6,68.84,68.84
21775,7,68.84,
21776,5,123.00,123.00
21776,6,123.00,123.00
21776,7,123.00,
21777,5,36.74,36.74
21777,6,36.74,36.74
21777,7,36.74,
21778,5,150.55,150.55
21778,6,150.55,150.55
21778,7,150.55,
21779,5,102.02,102.02
21779,6,102.02,102.02
21779,7,102.02,
21780,5,33.02,33.02
21780,6,33.02,33.02
21780,7,33.02,
21781,5,21.65,21.65
21781,6,21.65,21.65
21781,7,21.65,
21782,5,31.02,31.02
21782,6,31.02,31.02
21782,7,31.02,
21783,5,75.04,75.04
21783,6,75.04,75.04
21783,7,75.04,
21784,5,88.11,88.11
21784,6,88.11,88.11
21784,7,88.11,
21785,5,88.21,88.21
21785,6,88.21,88.21
21785,7,88.21,
21786,5,31.32,31.32
21786,6,31.32,31.32
21786,7,31.32,
21787,5,77.68,77.68
21787,6,77.68,77.68
21787,7,77.68,
21788,5,155.63,155.63
21788,6,155.63,155.63
21788,7,155.63,
21789,5,32.91,32.91
21789,6,32.91,32.91
21789,7,32.91,
21790,5,83.05,83.05
21790,6,83.05,83.05
21790,7,83.05,
21791,5,32.15,32.15
21791,6,32.15,32.15
21791,7,32.15,
21792,5,26.26,26.26
21792,6,26.26,26.26
21792,7,26.26,
21793,5,61.82,61.82
21793,6,61.82,61.82
21793,7,61.82,
21794,5,73.86,73.86
21794,6,73.86,73.86
21794,7,73.86,
21795,5,39.12,39.12
21795,6,39.12,39.12
21795,7,39.12,
21796,5,59.18,59.18
21796,6,59.18,59.18
21796,7,59.18,
21797,5,70.59,70.59
21797,6,70.59,70.59
21797,7,70.59,
21798,5,82.06,82.06
21798,6,82.06,82.06
21798,7,82.06,
21799,5,119.88,119.88
21799,6,119.88,119.88
21799,7,119.88,
21800,5,26.49,26.49
21800,6,26.49,26.49
21800,7,26.49,
21801,5,37.25,37.25
21801,6,37.25,37.25
21801,7,37.25,
21802,5,58.99,58.99
21802,6,58.99,58.99
21802,7,58.99,
21803,5,97.05,97.05
21803,6,97.05,97.05
21803,7,97.05,
21804,5,101.00,101.00
21804,6,101.00,101.00
21804,7,101.00,
21805,5,106.87,106.87
21805,6,106.87,106.87
21805,7,106.87,
21806,5,66.08,66.08
21806,6,66.08,66.08
21806,7,66.08,
21807,5,56.89,56.89
21807,6,56.89,56.89
21807,7,56.89,
21808,5,36.89,36.89
21808,6,36.89,36.89
21808,7,36.89,
21809,5,32.64,32.64
21809,6,32.64,32.64
21809,7,32.64,
21810,5,23.22,23.22
21810,6,23.22,23.22
21810,7,23.22,
21811,5,28.96,28.96
21811,6,28.96,28.96
21811,7,28.96,
21812,5,75.60,75.60
21812,6,75.60,75.60
21812,7,75.60,
21813,5,32.15,32.15
21813,6,32.15,32.15
21813,7,32.15,
21814,5,36.99,36.99
21814,6,36.99,36.99
21814,7,36.99,
21815,5,42.35,42.35
21815,6,42.35,42.35
21815,7,42.35,
21816,5,36.45,36.45
21816,6,36.45,36.45
21816,7,36.45,
21817,5,56.73,56.73
21817,6,56.73,56.73
21817,7,56.73,
21818,5,99.87,99.87
21818,6,99.87,99.87
21818,7,99.87,
21819,5,34.43,34.43
21819,6,34.43,34.43
21819,7,34.43,
21820,5,119.98,119.98
21820,6,119.98,119.98
21820,7,119.98,
21821,5,21.76,21.76
21821,6,21.76,21.76
21821,7,21.76,
21822,5,148.99,148.99
21822,6,148.99,148.99
21822,7,148.99,
21823,5,157.28,157.28
21823,6,157.28,157.28
21823,7,157.28,
21824,5,71.66,71.66
21824,6,71.66,71.66
21824,7,71.66,
21825,5,23.65,23.65
21825,6,23.65,23.65
21825,7,23.65,
21826,5,152.36,152.36
21826,6,152.36,152.36
21826,7,152.36,
21827,5,45.08,45.08
21827,6,45.08,45.08
21827,7,45.08,
21828,5,81.64,81.64
21828,6,81.64,81.64
21828,7,81.64,
21829,5,56.64,56.64
21829,6,56.64,56.64
21829,7,56.64,
21830,5,28.45,28.45
21830,6,28.45,28.45
21830,7,28.45,
21831,5,151.12,151.12
21831,6,151.12,151.12
21831,7,151.12,
21832,5,45.31,45.31
21832,6,45.31,45.31
21832,7,45.31,
21833,5,102.71,102.71
21833,6,102.71,102.71
21833,7,102.71,
21834,5,23.48,23.48
21834,6,23.48,23.48
21834,7,23.48,
21835,5,121.07,121.07
21835,6,121.07,121.07
21835,7,121.07,
21836,5,38.77,38.77
21836,6,38.77,38.77
21836,7,38.77,
21837,5,45.22,45.22
21837,6,45.22,45.22
21837,7,45.22,
21838,5,55.99,55.99
21838,6,55.99,55.99
21838,7,55.99,
21839,5,89.76,89.76
21839,6,89.76,89.76
21839,7,89.76,
21840,5,96.60,96.60
21840,6,96.60,96.60
21840,7,96.60,
21841,5,33.54,33.54
21841,6,33.54,33.54
21841,7,33.54,
21842,5,97.99,97.99
21842,6,97.99,97.99
21842,7,97.99,
21843,5,108.57,108.57
21843,6,108.57,108.57
21843,7,108.57,
21844,5,84.72,84.72
21844,6,84.72,84.72
21844,7,84.72,
21845,5,24.59,24.59
21845,6,24.59,24.59
21845,7,24.59,
21846,5,98.79,98.79
21846,6,98.79,98.79
21846,7,98.79,
21847,5,135.13,135.13
21847,6,135.13,135.13
21847,7,135.13,
21848,5,76.53,76.53
21848,6,76.53,76.53
21848,7,76.53,
21849,5,118.50,118.50
21849,6,118.50,118.50
21849,7,118.50,
21850,5,69.10,69.10
21850,6,69.10,69.10
21850,7,69.10,
21851,5,60.55,60.55
21851,6,60.55,60.55
21851,7,60.55,
21852,5,25.13,25.13
21852,6,25.13,25.13
21852,7,25.13,
21853,5,22.44,22.44
21853,6,22.44,22.44
21853,7,22.44,
21854,5,29.39,29.39
21854,6,29.39,29.39
21854,7,29.39,
21855,5,27.78,27.78
21855,6,27.78,27.78
21855,7,27.78,
21856,5,101.32,101.32
21856,6,101.32,101.32
21856,7,101.32,
21857,5,87.27,87.27
21857,6,87.27,87.27
21857,7,87.27,
21858,5,26.72,26.72
21858,6,26.72,26.72
21858,7,26.72,
21859,5,24.04,24.04
21859,6,24.04,24.04
21859,7,24.04,
21860,5,61.04,61.04
21860,6,61.04,61.04
21860,7,61.04,
21861,5,68.52,68.52
21861,6,68.52,68.52
21861,7,68.52,
21862,5,25.68,25.68
21862,6,25.68,25.68
21862,7,25.68,
21863,5,61.34,61.34
21863,6,61.34,61.34
21863,7,61.34,
21864,5,87.25,87.25
21864,6,87.25,87.25
21864,7,87.25,
21865,5,28.65,28.65
21865,6,28.65,28.65
21865,7,28.65,
21866,5,68.24,68.24
21866,6,68.24,68.24
21866,7,68.24,
21867,5,62.16,62.16
21867,6,62.16,62.16
21867,7,62.16,
21868,5,62.87,62.87
21868,6,62.87,62.87
21868,7,62.87,
21869,5,35.91,35.91
21869,6,35.91,35.91
21869,7,35.91,
21870,5,63.46,63.46
21870,6,63.46,63.46
21870,7,63.46,
21871,5,143.43,143.43
21871,6,143.43,143.43
21871,7,143.43,
21872,5,42.47,42.47
21872,6,42.47,42.47
21872,7,42.47,
21873,5,74.75,74.75
21873,6,74.75,74.75
21873,7,74.75,
21874,5,83.36,83.36
21874,6,83.36,83.36
21874,7,83.36,
21875,5,83.48,83.48
21875,6,83.48,83.48
21875,7,83.48,
21876,5,32.13,32.13
21876,6,32.13,32.13
21876,7,32.13,
21877,5,59.24,59.24
21877,6,59.24,59.24
21877,7,59.24,
21878,5,26.12,26.12
21878,6,26.12,26.12
21878,7,26.12,
21879,5,25.64,25.64
21879,6,25.64,25.64
21879,7,25.64,
21880,5,55.09,55.09
21880,6,55.09,55.09
21880,7,55.09,
21881,5,82.21,82.21
21881,6,82.21,82.21
21881,7,82.21,
21882,5,47.14,47.14
21882,6,47.14,47.14
21882,7,47.14,
21883,5,22.41,22.41
21883,6,22.41,22.41
21883,7,22.41,
21884,5,55.22,55.22
21884,6,55.22,55.22
21884,7,55.22,
21885,5,87.79,87.79
21885,6,87.79,87.79
21885,7,87.79,
21886,5,34.95,34.95
21886,6,34.95,34.95
21886,7,34.95,
21887,5,26.20,26.20
21887,6,26.20,26.20
21887,7,26.20,
21888,5,99.08,99.08
21888,6,99.08,99.08
21888,7,99.08,
21889,5,39.99,39.99
21889,6,39.99,39.99
21889,7,39.99,
21890,5,67.16,67.16
21890,6,67.16,67.16
21890,7,67.16,
21891,5,30.21,30.21
21891,6,30.21,30.21
21891,7,30.21,
21892,5,46.18,46.18
21892,6,46.18,46.18
21892,7,46.18,
21893,5,78.82,78.82
21893,6,78.82,78.82
21893,7,78.82,
21894,5,28.13,28.13
21894,6,28.13,28.13
21894,7,28.13,
21895,5,70.01,70.01
21895,6,70.01,70.01
21895,7,70.01,
21896,5,73.43,73.43
21896,6,73.43,73.43
21896,7,73.43,
21897,5,37.46,37.46
21897,6,37.46,37.46
21897,7,37.46,
21898,5,124.28,124.28
21898,6,124.28,124.28
21898,7,124.28,
21899,5,99.31,99.31
21899,6,99.31,99.31
21899,7,99.31,
21900,5,77.08,77.08
21900,6,77.08,77.08
21900,7,77.08,
21901,5,75.20,75.20
21901,6,75.20,75.20
21901,7,75.20,
21902,5,124.24,124.24
21902,6,124.24,124.24
21902,7,124.24,
21903,5,29.17,29.17
21903,6,29.17,29.17
21903,7,29.17,
21904,5,154.13,154.13
21904,6,154.13,154.13
21904,7,154.13,
21905,5,85.45,85.45
21905,6,85.45,85.45
21905,7,85.45,
21906,5,38.32,38.32
21906,6,38.32,38.32
21906,7,38.32,
21907,5,48.13,48.13
21907,6,48.13,48.13
21907,7,48.13,
21908,5,80.00,80.00
21908,6,80.00,80.00
21908,7,80.00,
21909,5,24.57,24.57
21909,6,24.57,24.57
21909,7,24.57,
21910,5,26.82,26.82
21910,6,26.82,26.82
21910,7,26.82,
21911,5,59.46,59.46
21911,6,59.46,59.46
21911,7,59.46,
21912,5,60.84,60.84
21912,6,60.84,60.84
21912,7,60.84,
21913,5,76.09,76.09
21913,6,76.09,76.09
21913,7,76.09,
21914,5,66.56,66.56
21914,6,66.56,66.56
21914,7,66.56,
21915,5,46.12,46.12
21915,6,46.12,46.12
21915,7,46.12,
21916,5,66.98,66.98
21916,6,66.98,66.98
21916,7,66.98,
21917,5,66.97,66.97
21917,6,66.97,66.97
21917,7,66.97,
21918,5,72.95,72.95
21918,6,72.95,72.95
21918,7,72.95,
21919,5,23.65,23.65
21919,6,23.65,23.65
21919,7,23.65,
21920,5,59.32,59.32
21920,6,59.32,59.32
21920,7,59.32,
21921,5,34.82,34.82
21921,6,34.82,34.82
21921,7,34.82,
21922,5,42.65,42.65
21922,6,42.65,42.65
21922,7,42.65,
21923,5,69.64,69.64
21923,6,69.64,69.64
21923,7,69.64,
21924,5,67.72,67.72
21924,6,67.72,67.72
21924,7,67.72,
21925,5,110.81,110.81
21925,6,110.81,110.81
21925,7,110.81,
21926,5,68.48,68.48
21926,6,68.48,68.48
21926,7,68.48,
21927,5,129.61,129.61
21927,6,129.61,129.61
21927,7,129.61,
21928,5,82.86,82.86
21928,6,82.86,82.86
21928,7,82.86,
21929,5,73.31,73.31
21929,6,73.31,73.31
21929,7,73.31,
21930,5,32.71,32.71
21930,6,32.71,32.71
21930,7,32.71,
21931,5,71.81,71.81
21931,6,71.81,71.81
21931,7,71.81,
21932,5,54.25,54.25
21932,6,54.25,54.25
21932,7,54.25,
21933,5,135.47,135.47
21933,6,135.47,135.47
21933,7,135.47,
21934,5,26.82,26.82
21934,6,26.82,26.82
21934,7,26.82,
21935,5,29.54,29.54
21935,6,29.54,29.54
21935,7,29.54,
21936,5,46.49,46.49
21936,6,46.49,46.49
21936,7,46.49,
21937,5,67.05,67.05
21937,6,67.05,67.05
21937,7,67.05,
21938,5,128.37,128.37
21938,6,128.37,128.37
21938,7,128.37,
21939,5,36.31,36.31
21939,6,36.31,36.31
21939,7,36.31,
21940,5,44.74,44.74
21940,6,44.74,44.74
21940,7,44.74,
21941,5,25.00,25.00
21941,6,25.00,25.00
21941,7,25.00,
21942,5,58.99,58.99
21942,6,58.99,58.99
21942,7,58.99,
21943,5,82.06,82.06
21943,6,82.06,82.06
21943,7,82.06,
21944,5,71.89,71.89
21944,6,71.89,71.89
21944,7,71.89,
21945,5,25.27,25.27
21945,6,25.27,25.27
21945,7,25.27,
21946,5,68.54,68.54
21946,6,68.54,68.54
21946,7,68.54,
21947,5,44.01,44.01
21947,6,44.01,44.01
21947,7,44.01,
21948,5,90.94,90.94
21948,6,90.94,90.94
21948,7,90.94,
21949,5,39.96,39.96
21949,6,39.96,39.96
21949,7,39.96,
21950,5,70.46,70.46
21950,6,70.46,70.46
21950,7,70.46,
21951,5,144.46,144.46
21951,6,144.46,144.46
21951,7,144.46,
21952,5,114.85,114.85
21952,6,114.85,114.85
21952,7,114.85,
21953,5,24.95,24.95
21953,6,24.95,24.95
21953,7,24.95,
21954,5,87.68,87.68
21954,6,87.68,87.68
21954,7,87.68,
21955,5,33.49,33.49
21955,6,33.49,33.49
21955,7,33.49,
21956,5,121.10,121.10
21956,6,121.10,121.10
21956,7,121.10,
21957,5,30.06,30.06
21957,6,30.06,30.06
21957,7,30.06,
21958,5,116.11,116.11
21958,6,116.11,116.11
21958,7,116.11,
21959,5,144.33,144.33
21959,6,144.33,144.33
21959,7,144.33,
21960,5,46.30,46.30
21960,6,46.30,46.30
21960,7,46.30,
21961,5,24.73,24.73
21961,6,24.73,24.73
21961,7,24.73,
21962,5,23.82,23.82
21962,6,23.82,23.82
21962,7,23.82,
21963,5,26.56,26.56
21963,6,26.56,26.56
21963,7,26.56,
21964,5,38.09,38.09
21964,6,38.09,38.09
21964,7,38.09,
21965,5,158.10,158.10
21965,6,158.10,158.10
21965,7,158.10,
21966,5,37.18,37.18
21966,6,37.18,37.18
21966,7,37.18,
21967,5,72.60,72.60
21967,6,72.60,72.60
21967,7,72.60,
21968,5,148.70,148.70
21968,6,148.70,148.70
21968,7,148.70,
21969,5,23.29,23.29
21969,6,23.29,23.29
21969,7,23.29,
21970,5,24.67,24.67
21970,6,24.67,24.67
21970,7,24.67,
21971,5,61.29,61.29
21971,6,61.29,61.29
21971,7,61.29,
21972,5,140.32,140.32
21972,6,140.32,140.32
21972,7,140.32,
21973,5,69.09,69.09
21973,6,69.09,69.09
21973,7,69.09,
21974,5,40.48,40.48
21974,6,40.48,40.48
21974,7,40.48,
21975,5,30.46,30.46
21975,6,30.46,30.46
21975,7,30.46,
21976,5,80.84,80.84
21976,6,80.84,80.84
21976,7,80.84,
21977,5,32.54,32.54
21977,6,32.54,32.54
21977,7,32.54,
21978,5,158.63,158.63
21978,6,158.63,158.63
21978,7,158.63,
21979,5,36.32,36.32
21979,6,36.32,36.32
21979,7,36.32,
21980,5,47.76,47.76
21980,6,47.76,47.76
21980,7,47.76,
21981,5,44.93,44.93
21981,6,44.93,44.93
21981,7,44.93,
21982,5,79.89,79.89
21982,6,79.89,79.89
21982,7,79.89,
21983,5,37.73,37.73
21983,6,37.73,37.73
21983,7,37.73,
21984,5,28.53,28.53
21984,6,28.53,28.53
21984,7,28.53,
21985,5,119.30,119.30
21985,6,119.30,119.30
21985,7,119.30,
21986,5,112.90,112.90
21986,6,112.90,112.90
21986,7,112.90,
21987,5,105.19,105.19
21987,6,105.19,105.19
21987,7,105.19,
21988,5,28.54,28.54
21988,6,28.54,28.54
21988,7,28.54,
21989,5,113.47,113.47
21989,6,113.47,113.47
21989,7,113.47,
21990,5,54.42,54.42
21990,6,54.42,54.42
21990,7,54.42,
21991,5,53.82,53.82
21991,6,53.82,53.82
21991,7,53.82,
21992,5,22.46,22.46
21992,6,22.46,22.46
21992,7,22.46,
21993,5,26.82,26.82
21993,6,26.82,26.82
21993,7,26.82,
21994,5,37.76,37.76
21994,6,37.76,37.76
21994,7,37.76,
21995,5,64.34,64.34
21995,6,64.34,64.34
21995,7,64.34,
21996,5,71.62,71.62
21996,6,71.62,71.62
21996,7,71.62,
21997,5,149.06,149.06
21997,6,149.06,149.06
21997,7,149.06,
21998,5,40.30,40.30
21998,6,40.30,40.30
21998,7,40.30,
21999,5,83.96,83.96
21999,6,83.96,83.96
21999,7,83.96,
22000,5,58.35,58.35
22000,6,58.35,58.35
22000,7,58.35,
22001,5,47.82,47.82
22001,6,47.82,47.82
22001,7,47.82,
22002,5,104.57,104.57
22002,6,104.57,104.57
22002,7,104.57,
22003,5,31.55,31.55
22003,6,31.55,31.55
22003,7,31.55,
22004,5,82.80,82.80
22004,6,82.80,82.80
22004,7,82.80,
22005,5,72.54,72.54
22005,6,72.54,72.54
22005,7,72.54,
22006,5,110.38,110.38
22006,6,110.38,110.38
22006,7,110.38,
22007,5,40.70,40.70
22007,6,40.70,40.70
22007,7,40.70,
22008,5,67.80,67.80
22008,6,67.80,67.80
22008,7,67.80,
22009,5,69.08,69.08
22009,6,69.08,69.08
22009,7,69.08,
22010,5,65.69,65.69
22010,6,65.69,65.69
22010,7,65.69,
22011,5,35.28,35.28
22011,6,35.28,35.28
22011,7,35.28,
22012,5,75.78,75.78
22012,6,75.78,75.78
22012,7,75.78,
22013,5,83.80,83.80
22013,6,83.80,83.80
22013,7,83.80,
22014,5,156.23,156.23
22014,6,156.23,156.23
22014,7,156.23,
22015,5,36.21,36.21
22015,6,36.21,36.21
22015,7,36.21,
22016,5,154.96,154.96
22016,6,154.96,154.96
22016,7,154.96,
22017,5,89.13,89.13
22017,6,89.13,89.13
22017,7,89.13,
22018,5,65.97,65.97
22018,6,65.97,65.97
22018,7,65.97,
22019,5,129.57,129.57
22019,6,129.57,129.57
22019,7,129.57,
22020,5,42.18,42.18
22020,6,42.18,42.18
22020,7,42.18,
22021,5,24.46,24.46
22021,6,24.46,24.46
22021,7,24.46,
22022,5,73.43,73.43
22022,6,73.43,73.43
22022,7,73.43,
22023,5,132.64,132.64
22023,6,132.64,132.64
22023,7,132.64,
22024,5,34.31,34.31
22024,6,34.31,34.31
22024,7,34.31,
22025,5,58.56,58.56
22025,6,58.56,58.56
22025,7,58.56,
22026,5,30.71,30.71
22026,6,30.71,30.71
22026,7,30.71,
22027,5,88.46,88.46
22027,6,88.46,88.46
22027,7,88.46,
22028,5,113.61,113.61
22028,6,113.61,113.61
22028,7,113.61,
22029,5,30.81,30.81
22029,6,30.81,30.81
22029,7,30.81,
22030,5,160.36,160.36
22030,6,160.36,160.36
22030,7,160.36,
22031,5,33.71,33.71
22031,6,33.71,33.71
22031,7,33.71,
22032,5,149.62,149.62
22032,6,149.62,149.62
22032,7,149.62,
22033,5,86.43,86.43
22033,6,86.43,86.43
22033,7,86.43,
22034,5,61.61,61.61
22034,6,61.61,61.61
22034,7,61.61,
22035,5,30.81,30.81
22035,6,30.81,30.81
22035,7,30.81,
22036,5,137.72,137.72
22036,6,137.72,137.72
22036,7,137.72,
22037,5,28.95,28.95
22037,6,28.95,28.95
22037,7,28.95,
22038,5,32.46,32.46
22038,6,32.46,32.46
22038,7,32.46,
22039,5,37.21,37.21
22039,6,37.21,37.21
22039,7,37.21,
22040,5,44.92,44.92
22040,6,44.92,44.92
22040,7,44.92,
22041,5,66.50,66.50
22041,6,66.50,66.50
22041,7,66.50,
22042,5,65.57,65.57
22042,6,65.57,65.57
22042,7,65.57,
22043,5,129.61,129.61
22043,6,129.61,129.61
22043,7,129.61,
22044,5,99.50,99.50
22044,6,99.50,99.50
22044,7,99.50,
22045,5,40.70,40.70
22045,6,40.70,40.70
22045,7,40.70,
22046,5,81.81,81.81
22046,6,81.81,81.81
22046,7,81.81,
22047,5,27.09,27.09
22047,6,27.09,27.09
22047,7,27.09,
22048,5,25.59,25.59
22048,6,25.59,25.59
22048,7,25.59,
22049,5,42.86,42.86
22049,6,42.86,42.86
22049,7,42.86,
22050,5,47.98,47.98
22050,6,47.98,47.98
22050,7,47.98,
22051,5,87.46,87.46
22051,6,87.46,87.46
22051,7,87.46,
22052,5,32.41,32.41
22052,6,32.41,32.41
22052,7,32.41,
22053,5,35.87,35.87
22053,6,35.87,35.87
22053,7,35.87,
22054,5,53.76,53.76
22054,6,53.76,53.76
22054,7,53.76,
22055,5,31.55,31.55
22055,6,31.55,31.55
22055,7,31.55,
22056,5,47.63,47.63
22056,6,47.63,47.63
22056,7,47.63,
22057,5,36.05,36.05
22057,6,36.05,36.05
22057,7,36.05,
22058,5,36.59,36.59
22058,6,36.59,36.59
22058,7,36.59,
22059,5,35.93,35.93
22059,6,35.93,35.93
22059,7,35.93,
22060,5,54.27,54.27
22060,6,54.27,54.27
22060,7,54.27,
22061,5,26.08,26.08
22061,6,26.08,26.08
22061,7,26.08,
22062,5,23.52,23.52
22062,6,23.52,23.52
22062,7,23.52,
22063,5,63.15,63.15
22063,6,63.15,63.15
22063,7,63.15,
22064,5,40.26,40.26
22064,6,40.26,40.26
22064,7,40.26,
22065,5,89.21,89.21
22065,6,89.21,89.21
22065,7,89.21,
22066,5,82.90,82.90
22066,6,82.90,82.90
22066,7,82.90,
